,Anchor,Positive,Negative
1095,/root/Unzipped/wav/id10865/id10865_3_0.wav,/root/Unzipped/wav/id10865/id10865_35_0.wav,/root/Unzipped/wav/id10324/id10324_48_0.wav
1096,/root/Unzipped/wav/id10539/id10539_76_0_0.wav,/root/Unzipped/wav/id10539/id10539_40_0_0.wav,/root/Unzipped/wav/id10220/id10220_68_1_0_0_0.wav
1097,/root/Unzipped/wav/id10539/id10539_17_1_0.wav,/root/Unzipped/wav/id10539/id10539_194_1_0.wav,/root/Unzipped/wav/id10334/id10334_79_1.wav
1098,/root/Unzipped/wav/id10539/id10539_136_1_0.wav,/root/Unzipped/wav/id10539/id10539_285_4_0.wav,/root/Unzipped/wav/id10099/id10099_46_1.wav
1099,/root/Unzipped/wav/id10539/id10539_303_1_0.wav,/root/Unzipped/wav/id10539/id10539_257_2_0.wav,/root/Unzipped/wav/id11051/id11051_15_1_0_0_0.wav
1100,/root/Unzipped/wav/id10539/id10539_330_1_0.wav,/root/Unzipped/wav/id10539/id10539_36_1_0.wav,/root/Unzipped/wav/id10996/id10996_96_0_0.wav
1101,/root/Unzipped/wav/id10539/id10539_166_2_0.wav,/root/Unzipped/wav/id10539/id10539_215_0_0.wav,/root/Unzipped/wav/id10631/id10631_134_2.wav
1102,/root/Unzipped/wav/id10539/id10539_33_0_0.wav,/root/Unzipped/wav/id10539/id10539_154_1_0.wav,/root/Unzipped/wav/id10524/id10524_1_0.wav
1103,/root/Unzipped/wav/id10539/id10539_66_1_0.wav,/root/Unzipped/wav/id10539/id10539_333_1_0.wav,/root/Unzipped/wav/id10347/id10347_39_0_0.wav
1104,/root/Unzipped/wav/id10539/id10539_305_5_0.wav,/root/Unzipped/wav/id10539/id10539_87_0_0.wav,/root/Unzipped/wav/id10049/id10049_54_0.wav
1105,/root/Unzipped/wav/id10539/id10539_91_0_0.wav,/root/Unzipped/wav/id10539/id10539_219_2_0.wav,/root/Unzipped/wav/id10302/id10302_29_1.wav
1106,/root/Unzipped/wav/id10539/id10539_28_1_0.wav,/root/Unzipped/wav/id10539/id10539_337_3_0.wav,/root/Unzipped/wav/id10289/id10289_1_2.wav
1107,/root/Unzipped/wav/id10539/id10539_215_1_0.wav,/root/Unzipped/wav/id10539/id10539_232_0_0.wav,/root/Unzipped/wav/id10713/id10713_23_0.wav
1108,/root/Unzipped/wav/id10539/id10539_84_1_0.wav,/root/Unzipped/wav/id10539/id10539_195_0_0.wav,/root/Unzipped/wav/id10132/id10132_11_0.wav
1109,/root/Unzipped/wav/id10539/id10539_286_1_0.wav,/root/Unzipped/wav/id10539/id10539_143_0_0.wav,/root/Unzipped/wav/id10438/id10438_111_0_0_0.wav
1110,/root/Unzipped/wav/id10539/id10539_101_0_0.wav,/root/Unzipped/wav/id10539/id10539_183_0_0.wav,/root/Unzipped/wav/id10170/id10170_197_7.wav
1111,/root/Unzipped/wav/id10539/id10539_88_0_0.wav,/root/Unzipped/wav/id10539/id10539_233_0_0.wav,/root/Unzipped/wav/id10057/id10057_62_0_0.wav
1112,/root/Unzipped/wav/id10539/id10539_58_1_0.wav,/root/Unzipped/wav/id10539/id10539_102_0_0.wav,/root/Unzipped/wav/id10724/id10724_109_0.wav
1113,/root/Unzipped/wav/id10539/id10539_34_0_0.wav,/root/Unzipped/wav/id10539/id10539_151_0_0.wav,/root/Unzipped/wav/id10302/id10302_28_2.wav
1114,/root/Unzipped/wav/id10539/id10539_323_0_0.wav,/root/Unzipped/wav/id10539/id10539_312_0_0.wav,/root/Unzipped/wav/id10546/id10546_47_1_0.wav
1115,/root/Unzipped/wav/id10539/id10539_5_0_0.wav,/root/Unzipped/wav/id10539/id10539_104_3_0.wav,/root/Unzipped/wav/id10117/id10117_54_1.wav
1116,/root/Unzipped/wav/id10539/id10539_245_0_0.wav,/root/Unzipped/wav/id10539/id10539_179_1_0.wav,/root/Unzipped/wav/id10083/id10083_29_0_0.wav
1117,/root/Unzipped/wav/id10539/id10539_111_0_0.wav,/root/Unzipped/wav/id10539/id10539_67_1_0.wav,/root/Unzipped/wav/id10071/id10071_48_0_0.wav
1118,/root/Unzipped/wav/id10539/id10539_235_0_0.wav,/root/Unzipped/wav/id10539/id10539_305_8_0.wav,/root/Unzipped/wav/id10195/id10195_25_2_0.wav
1119,/root/Unzipped/wav/id10539/id10539_199_1_0.wav,/root/Unzipped/wav/id10539/id10539_264_0_0.wav,/root/Unzipped/wav/id11243/id11243_53_0.wav
1120,/root/Unzipped/wav/id10539/id10539_305_2_0.wav,/root/Unzipped/wav/id10539/id10539_48_0_0.wav,/root/Unzipped/wav/id11051/id11051_23_3_0_0_0.wav
1121,/root/Unzipped/wav/id10539/id10539_52_1_0.wav,/root/Unzipped/wav/id10539/id10539_48_1_0.wav,/root/Unzipped/wav/id11143/id11143_36_0.wav
1122,/root/Unzipped/wav/id10539/id10539_99_1_0.wav,/root/Unzipped/wav/id10539/id10539_336_1_0.wav,/root/Unzipped/wav/id10996/id10996_164_3_0.wav
1123,/root/Unzipped/wav/id10539/id10539_301_0_0.wav,/root/Unzipped/wav/id10539/id10539_333_0_0.wav,/root/Unzipped/wav/id10767/id10767_10_0_0_0_0.wav
1124,/root/Unzipped/wav/id10539/id10539_194_1_0.wav,/root/Unzipped/wav/id10539/id10539_183_1_0.wav,/root/Unzipped/wav/id10422/id10422_64_1_0.wav
1125,/root/Unzipped/wav/id10539/id10539_223_3_0.wav,/root/Unzipped/wav/id10539/id10539_160_1_0.wav,/root/Unzipped/wav/id10289/id10289_25_3.wav
1126,/root/Unzipped/wav/id10539/id10539_130_0_0.wav,/root/Unzipped/wav/id10539/id10539_234_0_0.wav,/root/Unzipped/wav/id10491/id10491_38_0.wav
1127,/root/Unzipped/wav/id10539/id10539_105_0_0.wav,/root/Unzipped/wav/id10539/id10539_286_0_0.wav,/root/Unzipped/wav/id11005/id11005_76_0_0.wav
1128,/root/Unzipped/wav/id10539/id10539_296_0_0.wav,/root/Unzipped/wav/id10539/id10539_137_0_0.wav,/root/Unzipped/wav/id10071/id10071_81_0_0.wav
1129,/root/Unzipped/wav/id10539/id10539_142_0_0.wav,/root/Unzipped/wav/id10539/id10539_296_0_0.wav,/root/Unzipped/wav/id10301/id10301_12_2.wav
1130,/root/Unzipped/wav/id10539/id10539_268_1_0.wav,/root/Unzipped/wav/id10539/id10539_298_3_0.wav,/root/Unzipped/wav/id10724/id10724_110_0.wav
1131,/root/Unzipped/wav/id10539/id10539_203_1_0.wav,/root/Unzipped/wav/id10539/id10539_78_1_0.wav,/root/Unzipped/wav/id11235/id11235_16_1.wav
1132,/root/Unzipped/wav/id10539/id10539_247_0_0.wav,/root/Unzipped/wav/id10539/id10539_37_0_0.wav,/root/Unzipped/wav/id10302/id10302_24_1.wav
1133,/root/Unzipped/wav/id10539/id10539_135_0_0.wav,/root/Unzipped/wav/id10539/id10539_21_0_0.wav,/root/Unzipped/wav/id10352/id10352_263_0.wav
1134,/root/Unzipped/wav/id10539/id10539_220_1_0.wav,/root/Unzipped/wav/id10539/id10539_77_0_0.wav,/root/Unzipped/wav/id10324/id10324_59_2.wav
1135,/root/Unzipped/wav/id10539/id10539_323_2_0.wav,/root/Unzipped/wav/id10539/id10539_121_0_0.wav,/root/Unzipped/wav/id10491/id10491_1_2.wav
1136,/root/Unzipped/wav/id10539/id10539_42_0_0.wav,/root/Unzipped/wav/id10539/id10539_24_0_0.wav,/root/Unzipped/wav/id10087/id10087_58_0.wav
1137,/root/Unzipped/wav/id10539/id10539_256_0_0.wav,/root/Unzipped/wav/id10539/id10539_14_0_0.wav,/root/Unzipped/wav/id10170/id10170_156_1.wav
1138,/root/Unzipped/wav/id10539/id10539_329_1_0.wav,/root/Unzipped/wav/id10539/id10539_41_0_0.wav,/root/Unzipped/wav/id11034/id11034_84_2_0.wav
1139,/root/Unzipped/wav/id10539/id10539_252_1_0.wav,/root/Unzipped/wav/id10539/id10539_152_2_0.wav,/root/Unzipped/wav/id10437/id10437_15_2.wav
1140,/root/Unzipped/wav/id10539/id10539_160_0_0.wav,/root/Unzipped/wav/id10539/id10539_320_0_0.wav,/root/Unzipped/wav/id10716/id10716_63_0.wav
1141,/root/Unzipped/wav/id10539/id10539_283_2_0.wav,/root/Unzipped/wav/id10539/id10539_201_0_0.wav,/root/Unzipped/wav/id10072/id10072_91_2.wav
1142,/root/Unzipped/wav/id10539/id10539_86_1_0.wav,/root/Unzipped/wav/id10539/id10539_123_1_0.wav,/root/Unzipped/wav/id10716/id10716_54_1.wav
1143,/root/Unzipped/wav/id10539/id10539_116_1_0.wav,/root/Unzipped/wav/id10539/id10539_75_0_0.wav,/root/Unzipped/wav/id10303/id10303_29_1.wav
1144,/root/Unzipped/wav/id10539/id10539_321_1_0.wav,/root/Unzipped/wav/id10539/id10539_202_0_0.wav,/root/Unzipped/wav/id10069/id10069_24_1.wav
1145,/root/Unzipped/wav/id10539/id10539_34_1_0.wav,/root/Unzipped/wav/id10539/id10539_0_0_0.wav,/root/Unzipped/wav/id10087/id10087_67_0.wav
1146,/root/Unzipped/wav/id10539/id10539_274_3_0.wav,/root/Unzipped/wav/id10539/id10539_179_2_0.wav,/root/Unzipped/wav/id11217/id11217_44_0.wav
1147,/root/Unzipped/wav/id10539/id10539_167_0_0.wav,/root/Unzipped/wav/id10539/id10539_216_0_0.wav,/root/Unzipped/wav/id10716/id10716_26_0.wav
1148,/root/Unzipped/wav/id10539/id10539_35_0_0.wav,/root/Unzipped/wav/id10539/id10539_260_0_0.wav,/root/Unzipped/wav/id10878/id10878_69_5.wav
1149,/root/Unzipped/wav/id10539/id10539_252_0_0.wav,/root/Unzipped/wav/id10539/id10539_108_0_0.wav,/root/Unzipped/wav/id10601/id10601_195_1.wav
1150,/root/Unzipped/wav/id10539/id10539_133_0_0.wav,/root/Unzipped/wav/id10539/id10539_305_5_0.wav,/root/Unzipped/wav/id10083/id10083_124_0_0.wav
1151,/root/Unzipped/wav/id10539/id10539_288_0_0.wav,/root/Unzipped/wav/id10539/id10539_214_0_0.wav,/root/Unzipped/wav/id10410/id10410_70_3.wav
1152,/root/Unzipped/wav/id10539/id10539_249_1_0.wav,/root/Unzipped/wav/id10539/id10539_321_1_0.wav,/root/Unzipped/wav/id10339/id10339_35_2.wav
1153,/root/Unzipped/wav/id10539/id10539_334_0_0.wav,/root/Unzipped/wav/id10539/id10539_179_2_0.wav,/root/Unzipped/wav/id10713/id10713_16_0.wav
1154,/root/Unzipped/wav/id10539/id10539_10_1_0.wav,/root/Unzipped/wav/id10539/id10539_124_1_0.wav,/root/Unzipped/wav/id10072/id10072_88_0.wav
1155,/root/Unzipped/wav/id10539/id10539_20_0_0.wav,/root/Unzipped/wav/id10539/id10539_292_3_0.wav,/root/Unzipped/wav/id10938/id10938_28_0.wav
1156,/root/Unzipped/wav/id10539/id10539_287_0_0.wav,/root/Unzipped/wav/id10539/id10539_325_0_0.wav,/root/Unzipped/wav/id11216/id11216_116_0_0.wav
1157,/root/Unzipped/wav/id10539/id10539_121_0_0.wav,/root/Unzipped/wav/id10539/id10539_297_0_0.wav,/root/Unzipped/wav/id10170/id10170_77_0.wav
1158,/root/Unzipped/wav/id10539/id10539_24_1_0.wav,/root/Unzipped/wav/id10539/id10539_321_1_0.wav,/root/Unzipped/wav/id10220/id10220_50_12_0_0_0.wav
1159,/root/Unzipped/wav/id10539/id10539_250_1_0.wav,/root/Unzipped/wav/id10539/id10539_298_2_0.wav,/root/Unzipped/wav/id10319/id10319_50_0.wav
1160,/root/Unzipped/wav/id10539/id10539_200_4_0.wav,/root/Unzipped/wav/id10539/id10539_334_2_0.wav,/root/Unzipped/wav/id10301/id10301_44_0.wav
1161,/root/Unzipped/wav/id10539/id10539_10_0_0.wav,/root/Unzipped/wav/id10539/id10539_80_0_0.wav,/root/Unzipped/wav/id10631/id10631_186_0.wav
1162,/root/Unzipped/wav/id10539/id10539_223_0_0.wav,/root/Unzipped/wav/id10539/id10539_31_0_0.wav,/root/Unzipped/wav/id11005/id11005_35_0_0.wav
1163,/root/Unzipped/wav/id10539/id10539_66_0_0.wav,/root/Unzipped/wav/id10539/id10539_38_0_0.wav,/root/Unzipped/wav/id10242/id10242_323_0.wav
1164,/root/Unzipped/wav/id10539/id10539_69_0_0.wav,/root/Unzipped/wav/id10539/id10539_261_0_0.wav,/root/Unzipped/wav/id10283/id10283_98_1.wav
1165,/root/Unzipped/wav/id10539/id10539_52_0_0.wav,/root/Unzipped/wav/id10539/id10539_304_1_0.wav,/root/Unzipped/wav/id10767/id10767_136_1_0_0_0.wav
1166,/root/Unzipped/wav/id10539/id10539_157_0_0.wav,/root/Unzipped/wav/id10539/id10539_231_1_0.wav,/root/Unzipped/wav/id10938/id10938_151_0.wav
1167,/root/Unzipped/wav/id10539/id10539_322_0_0.wav,/root/Unzipped/wav/id10539/id10539_338_1_0.wav,/root/Unzipped/wav/id10631/id10631_172_2.wav
1168,/root/Unzipped/wav/id10539/id10539_191_1_0.wav,/root/Unzipped/wav/id10539/id10539_295_0_0.wav,/root/Unzipped/wav/id10422/id10422_40_0_0.wav
1169,/root/Unzipped/wav/id10539/id10539_170_0_0.wav,/root/Unzipped/wav/id10539/id10539_320_1_0.wav,/root/Unzipped/wav/id10716/id10716_76_3.wav
1170,/root/Unzipped/wav/id10539/id10539_337_4_0.wav,/root/Unzipped/wav/id10539/id10539_249_0_0.wav,/root/Unzipped/wav/id10215/id10215_0_0.wav
1171,/root/Unzipped/wav/id10539/id10539_49_0_0.wav,/root/Unzipped/wav/id10539/id10539_1_0_0.wav,/root/Unzipped/wav/id11143/id11143_0_0.wav
1172,/root/Unzipped/wav/id10539/id10539_70_1_0.wav,/root/Unzipped/wav/id10539/id10539_65_0_0.wav,/root/Unzipped/wav/id11217/id11217_23_0.wav
1173,/root/Unzipped/wav/id10539/id10539_274_2_0.wav,/root/Unzipped/wav/id10539/id10539_154_0_0.wav,/root/Unzipped/wav/id11143/id11143_20_0.wav
1174,/root/Unzipped/wav/id10539/id10539_281_0_0.wav,/root/Unzipped/wav/id10539/id10539_166_0_0.wav,/root/Unzipped/wav/id10334/id10334_8_1.wav
1175,/root/Unzipped/wav/id10539/id10539_326_2_0.wav,/root/Unzipped/wav/id10539/id10539_72_0_0.wav,/root/Unzipped/wav/id11216/id11216_144_0_0.wav
1176,/root/Unzipped/wav/id10539/id10539_30_0_0.wav,/root/Unzipped/wav/id10539/id10539_298_0_0.wav,/root/Unzipped/wav/id10083/id10083_72_0_0.wav
1177,/root/Unzipped/wav/id10539/id10539_241_0_0.wav,/root/Unzipped/wav/id10539/id10539_115_1_0.wav,/root/Unzipped/wav/id11079/id11079_9_0.wav
1178,/root/Unzipped/wav/id10539/id10539_335_0_0.wav,/root/Unzipped/wav/id10539/id10539_234_0_0.wav,/root/Unzipped/wav/id11077/id11077_122_0.wav
1179,/root/Unzipped/wav/id10539/id10539_226_0_0.wav,/root/Unzipped/wav/id10539/id10539_110_1_0.wav,/root/Unzipped/wav/id11079/id11079_24_1.wav
1180,/root/Unzipped/wav/id10539/id10539_223_2_0.wav,/root/Unzipped/wav/id10539/id10539_172_0_0.wav,/root/Unzipped/wav/id10881/id10881_25_0_0.wav
1181,/root/Unzipped/wav/id10539/id10539_304_2_0.wav,/root/Unzipped/wav/id10539/id10539_285_1_0.wav,/root/Unzipped/wav/id10881/id10881_37_1_0.wav
1182,/root/Unzipped/wav/id10539/id10539_285_3_0.wav,/root/Unzipped/wav/id10539/id10539_114_0_0.wav,/root/Unzipped/wav/id10203/id10203_118_2.wav
1183,/root/Unzipped/wav/id10539/id10539_166_1_0.wav,/root/Unzipped/wav/id10539/id10539_76_0_0.wav,/root/Unzipped/wav/id10211/id10211_69_1.wav
1184,/root/Unzipped/wav/id10539/id10539_79_0_0.wav,/root/Unzipped/wav/id10539/id10539_329_0_0.wav,/root/Unzipped/wav/id10631/id10631_150_1.wav
1185,/root/Unzipped/wav/id10539/id10539_138_0_0.wav,/root/Unzipped/wav/id10539/id10539_292_3_0.wav,/root/Unzipped/wav/id11122/id11122_148_3.wav
1186,/root/Unzipped/wav/id10539/id10539_123_0_0.wav,/root/Unzipped/wav/id10539/id10539_246_0_0.wav,/root/Unzipped/wav/id10087/id10087_24_0.wav
1187,/root/Unzipped/wav/id10539/id10539_186_0_0.wav,/root/Unzipped/wav/id10539/id10539_222_1_0.wav,/root/Unzipped/wav/id10324/id10324_73_2.wav
1188,/root/Unzipped/wav/id10539/id10539_212_2_0.wav,/root/Unzipped/wav/id10539/id10539_254_1_0.wav,/root/Unzipped/wav/id10303/id10303_36_0.wav
1189,/root/Unzipped/wav/id10539/id10539_285_6_0.wav,/root/Unzipped/wav/id10539/id10539_229_0_0.wav,/root/Unzipped/wav/id10881/id10881_15_1_0.wav
1190,/root/Unzipped/wav/id10539/id10539_291_0_0.wav,/root/Unzipped/wav/id10539/id10539_304_0_0.wav,/root/Unzipped/wav/id10116/id10116_24_1.wav
1191,/root/Unzipped/wav/id10539/id10539_206_1_0.wav,/root/Unzipped/wav/id10539/id10539_278_0_0.wav,/root/Unzipped/wav/id10551/id10551_7_1_0.wav
1192,/root/Unzipped/wav/id10539/id10539_209_5_0.wav,/root/Unzipped/wav/id10539/id10539_19_0_0.wav,/root/Unzipped/wav/id10087/id10087_39_0.wav
1193,/root/Unzipped/wav/id10539/id10539_3_0_0.wav,/root/Unzipped/wav/id10539/id10539_297_0_0.wav,/root/Unzipped/wav/id10301/id10301_37_0.wav
1194,/root/Unzipped/wav/id10539/id10539_232_1_0.wav,/root/Unzipped/wav/id10539/id10539_187_0_0.wav,/root/Unzipped/wav/id10865/id10865_48_3.wav
1195,/root/Unzipped/wav/id10539/id10539_126_1_0.wav,/root/Unzipped/wav/id10539/id10539_113_1_0.wav,/root/Unzipped/wav/id10034/id10034_83_0.wav
1196,/root/Unzipped/wav/id10539/id10539_325_2_0.wav,/root/Unzipped/wav/id10539/id10539_292_0_0.wav,/root/Unzipped/wav/id10071/id10071_51_1_0.wav
1197,/root/Unzipped/wav/id10539/id10539_283_1_0.wav,/root/Unzipped/wav/id10539/id10539_193_0_0.wav,/root/Unzipped/wav/id10049/id10049_23_0.wav
1198,/root/Unzipped/wav/id10539/id10539_110_0_0.wav,/root/Unzipped/wav/id10539/id10539_275_0_0.wav,/root/Unzipped/wav/id10996/id10996_61_0_0.wav
1199,/root/Unzipped/wav/id10539/id10539_96_0_0.wav,/root/Unzipped/wav/id10539/id10539_311_0_0.wav,/root/Unzipped/wav/id10301/id10301_15_0.wav
1200,/root/Unzipped/wav/id10539/id10539_115_2_0.wav,/root/Unzipped/wav/id10539/id10539_325_4_0.wav,/root/Unzipped/wav/id10215/id10215_79_0.wav
1201,/root/Unzipped/wav/id10539/id10539_29_1_0.wav,/root/Unzipped/wav/id10539/id10539_179_2_0.wav,/root/Unzipped/wav/id10195/id10195_47_5_0.wav
1202,/root/Unzipped/wav/id10539/id10539_232_0_0.wav,/root/Unzipped/wav/id10539/id10539_264_2_0.wav,/root/Unzipped/wav/id10281/id10281_7_0.wav
1203,/root/Unzipped/wav/id10539/id10539_182_1_0.wav,/root/Unzipped/wav/id10539/id10539_223_0_0.wav,/root/Unzipped/wav/id11051/id11051_19_1_0_0_0.wav
1204,/root/Unzipped/wav/id10539/id10539_227_3_0.wav,/root/Unzipped/wav/id10539/id10539_119_0_0.wav,/root/Unzipped/wav/id10072/id10072_24_0.wav
1205,/root/Unzipped/wav/id10539/id10539_19_0_0.wav,/root/Unzipped/wav/id10539/id10539_219_1_0.wav,/root/Unzipped/wav/id10996/id10996_179_0_0.wav
1206,/root/Unzipped/wav/id10539/id10539_81_1_0.wav,/root/Unzipped/wav/id10539/id10539_134_0_0.wav,/root/Unzipped/wav/id10004/id10004_45_0_0.wav
1207,/root/Unzipped/wav/id10539/id10539_302_3_0.wav,/root/Unzipped/wav/id10539/id10539_276_0_0.wav,/root/Unzipped/wav/id10716/id10716_35_2.wav
1208,/root/Unzipped/wav/id10539/id10539_304_1_0.wav,/root/Unzipped/wav/id10539/id10539_46_0_0.wav,/root/Unzipped/wav/id11144/id11144_3_0_0.wav
1209,/root/Unzipped/wav/id10539/id10539_18_0_0.wav,/root/Unzipped/wav/id10539/id10539_229_1_0.wav,/root/Unzipped/wav/id10334/id10334_10_2.wav
1210,/root/Unzipped/wav/id10539/id10539_133_2_0.wav,/root/Unzipped/wav/id10539/id10539_66_0_0.wav,/root/Unzipped/wav/id11144/id11144_1_0_0.wav
1211,/root/Unzipped/wav/id10539/id10539_306_0_0.wav,/root/Unzipped/wav/id10539/id10539_327_1_0.wav,/root/Unzipped/wav/id10215/id10215_53_0.wav
1212,/root/Unzipped/wav/id10539/id10539_13_1_0.wav,/root/Unzipped/wav/id10539/id10539_25_1_0.wav,/root/Unzipped/wav/id10988/id10988_66_0_0.wav
1213,/root/Unzipped/wav/id10539/id10539_8_1_0.wav,/root/Unzipped/wav/id10539/id10539_158_0_0.wav,/root/Unzipped/wav/id11235/id11235_112_0.wav
1214,/root/Unzipped/wav/id10539/id10539_122_0_0.wav,/root/Unzipped/wav/id10539/id10539_248_0_0.wav,/root/Unzipped/wav/id11216/id11216_30_2_0.wav
1215,/root/Unzipped/wav/id10539/id10539_233_2_0.wav,/root/Unzipped/wav/id10539/id10539_235_1_0.wav,/root/Unzipped/wav/id10498/id10498_16_0.wav
1216,/root/Unzipped/wav/id10539/id10539_292_2_0.wav,/root/Unzipped/wav/id10539/id10539_19_0_0.wav,/root/Unzipped/wav/id10132/id10132_38_3.wav
1217,/root/Unzipped/wav/id10539/id10539_98_0_0.wav,/root/Unzipped/wav/id10539/id10539_82_0_0.wav,/root/Unzipped/wav/id10546/id10546_84_2_0.wav
1218,/root/Unzipped/wav/id10539/id10539_67_0_0.wav,/root/Unzipped/wav/id10539/id10539_261_0_0.wav,/root/Unzipped/wav/id10301/id10301_23_0.wav
1219,/root/Unzipped/wav/id10539/id10539_263_0_0.wav,/root/Unzipped/wav/id10539/id10539_287_3_0.wav,/root/Unzipped/wav/id10283/id10283_107_1.wav
1220,/root/Unzipped/wav/id10539/id10539_213_1_0.wav,/root/Unzipped/wav/id10539/id10539_12_0_0.wav,/root/Unzipped/wav/id10083/id10083_9_0_0.wav
1221,/root/Unzipped/wav/id10539/id10539_104_3_0.wav,/root/Unzipped/wav/id10539/id10539_250_0_0.wav,/root/Unzipped/wav/id10117/id10117_22_4.wav
1222,/root/Unzipped/wav/id10539/id10539_128_1_0.wav,/root/Unzipped/wav/id10539/id10539_169_0_0.wav,/root/Unzipped/wav/id10438/id10438_87_4_0_0.wav
1223,/root/Unzipped/wav/id10539/id10539_72_1_0.wav,/root/Unzipped/wav/id10539/id10539_69_0_0.wav,/root/Unzipped/wav/id10865/id10865_55_0.wav
1224,/root/Unzipped/wav/id10539/id10539_6_0_0.wav,/root/Unzipped/wav/id10539/id10539_298_2_0.wav,/root/Unzipped/wav/id10083/id10083_76_0_0.wav
1225,/root/Unzipped/wav/id10539/id10539_324_0_0.wav,/root/Unzipped/wav/id10539/id10539_302_2_0.wav,/root/Unzipped/wav/id10170/id10170_70_0.wav
1226,/root/Unzipped/wav/id10539/id10539_201_1_0.wav,/root/Unzipped/wav/id10539/id10539_81_1_0.wav,/root/Unzipped/wav/id10438/id10438_120_0_0_0.wav
1227,/root/Unzipped/wav/id10539/id10539_236_0_0.wav,/root/Unzipped/wav/id10539/id10539_203_0_0.wav,/root/Unzipped/wav/id10819/id10819_11_0.wav
1228,/root/Unzipped/wav/id10539/id10539_304_3_0.wav,/root/Unzipped/wav/id10539/id10539_248_0_0.wav,/root/Unzipped/wav/id10303/id10303_36_1.wav
1229,/root/Unzipped/wav/id10539/id10539_277_0_0.wav,/root/Unzipped/wav/id10539/id10539_257_3_0.wav,/root/Unzipped/wav/id10083/id10083_132_2_0.wav
1230,/root/Unzipped/wav/id10539/id10539_331_0_0.wav,/root/Unzipped/wav/id10539/id10539_307_0_0.wav,/root/Unzipped/wav/id10996/id10996_158_2_0.wav
1231,/root/Unzipped/wav/id10539/id10539_113_0_0.wav,/root/Unzipped/wav/id10539/id10539_166_0_0.wav,/root/Unzipped/wav/id10089/id10089_98_1.wav
1232,/root/Unzipped/wav/id10539/id10539_233_1_0.wav,/root/Unzipped/wav/id10539/id10539_285_0_0.wav,/root/Unzipped/wav/id11090/id11090_55_4_0_0.wav
1233,/root/Unzipped/wav/id10539/id10539_179_1_0.wav,/root/Unzipped/wav/id10539/id10539_230_2_0.wav,/root/Unzipped/wav/id10203/id10203_57_1.wav
1234,/root/Unzipped/wav/id10539/id10539_261_1_0.wav,/root/Unzipped/wav/id10539/id10539_219_2_0.wav,/root/Unzipped/wav/id11144/id11144_32_1_0.wav
1235,/root/Unzipped/wav/id10539/id10539_169_0_0.wav,/root/Unzipped/wav/id10539/id10539_115_0_0.wav,/root/Unzipped/wav/id10988/id10988_9_0_0.wav
1236,/root/Unzipped/wav/id10539/id10539_302_1_0.wav,/root/Unzipped/wav/id10539/id10539_2_2_0.wav,/root/Unzipped/wav/id10211/id10211_59_1.wav
1237,/root/Unzipped/wav/id10539/id10539_336_6_0.wav,/root/Unzipped/wav/id10539/id10539_63_1_0.wav,/root/Unzipped/wav/id10281/id10281_21_2.wav
1238,/root/Unzipped/wav/id10539/id10539_324_1_0.wav,/root/Unzipped/wav/id10539/id10539_136_1_0.wav,/root/Unzipped/wav/id10881/id10881_56_0_0.wav
1239,/root/Unzipped/wav/id10539/id10539_179_2_0.wav,/root/Unzipped/wav/id10539/id10539_305_8_0.wav,/root/Unzipped/wav/id10914/id10914_28_2.wav
1240,/root/Unzipped/wav/id10539/id10539_241_3_0.wav,/root/Unzipped/wav/id10539/id10539_122_0_0.wav,/root/Unzipped/wav/id10099/id10099_9_1_0.wav
1241,/root/Unzipped/wav/id10539/id10539_54_0_0.wav,/root/Unzipped/wav/id10539/id10539_46_0_0.wav,/root/Unzipped/wav/id11034/id11034_55_0_0.wav
1242,/root/Unzipped/wav/id10539/id10539_295_1_0.wav,/root/Unzipped/wav/id10539/id10539_101_0_0.wav,/root/Unzipped/wav/id10767/id10767_0_0_0_0_0.wav
1243,/root/Unzipped/wav/id10539/id10539_202_1_0.wav,/root/Unzipped/wav/id10539/id10539_233_1_0.wav,/root/Unzipped/wav/id10289/id10289_58_0.wav
1244,/root/Unzipped/wav/id10539/id10539_39_0_0.wav,/root/Unzipped/wav/id10539/id10539_205_1_0.wav,/root/Unzipped/wav/id10881/id10881_84_0_0.wav
1245,/root/Unzipped/wav/id10539/id10539_22_0_0.wav,/root/Unzipped/wav/id10539/id10539_128_0_0.wav,/root/Unzipped/wav/id10334/id10334_73_1.wav
1246,/root/Unzipped/wav/id10539/id10539_11_0_0.wav,/root/Unzipped/wav/id10539/id10539_42_0_0.wav,/root/Unzipped/wav/id11005/id11005_91_2_0.wav
1247,/root/Unzipped/wav/id10539/id10539_95_0_0.wav,/root/Unzipped/wav/id10539/id10539_145_0_0.wav,/root/Unzipped/wav/id10087/id10087_48_4.wav
1248,/root/Unzipped/wav/id10539/id10539_337_1_0.wav,/root/Unzipped/wav/id10539/id10539_25_1_0.wav,/root/Unzipped/wav/id11122/id11122_143_0.wav
1249,/root/Unzipped/wav/id10539/id10539_83_0_0.wav,/root/Unzipped/wav/id10539/id10539_334_0_0.wav,/root/Unzipped/wav/id10099/id10099_25_1_0.wav
1250,/root/Unzipped/wav/id10539/id10539_113_1_0.wav,/root/Unzipped/wav/id10539/id10539_195_0_0.wav,/root/Unzipped/wav/id10083/id10083_1_0_0.wav
1251,/root/Unzipped/wav/id10539/id10539_108_1_0.wav,/root/Unzipped/wav/id10539/id10539_282_1_0.wav,/root/Unzipped/wav/id10410/id10410_51_1.wav
