Predict  0        1        2        3        4        5        6        7        8        9        10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49       50       51       52       53       54       55       56       57       58       59       60       61       62       63       64       65       66       67       68       69       70       71       72       73       74       75       76       77       78       79       
Overall ACC                                                       0.79355
Overall CEN                                                       0.15272
Overall J                                                         (50.21365,0.62767)
Overall MCC                                                       0.78957
Overall MCEN                                                      0.22237
Overall RACC                                                      0.01985
Overall RACCU                                                     0.01998
P-Value                                                           None
PPV Macro                                                         0.74884
PPV Micro                                                         0.79355
Pearson C                                                         0.98972
Phi-Squared                                                       47.86851
RCI                                                               0.80946
RR                                                                26.3375
Reference Entropy                                                 5.9304
Response Entropy                                                  6.00397
SOA1(Landis & Koch)                                               Substantial
SOA2(Fleiss)                                                      Excellent
SOA3(Altman)                                                      Good
SOA4(Cicchetti)                                                   Excellent
SOA5(Cramer)                                                      Strong
SOA6(Matthews)                                                    Strong
Scott PI                                                          0.78934
Standard Error                                                    0.00882
TNR Macro                                                         0.99738
TNR Micro                                                         0.99739
TPR Macro                                                         0.7822
TPR Micro                                                         0.79355
Zero-one Loss                                                     435

Class Statistics :

Classes                                                           0             1             2             3             4             5             6             7             8             9             10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46            47            48            49            50            51            52            53            54            55            56            57            58            59            60            61            62            63            64            65            66            67            68            69            70            71            72            73            74            75            76            77            78            79            
ACC(Accuracy)                                                     0.99715       0.98908       0.99905       0.99146       0.99953       0.98766       0.99146       0.99525       0.99478       0.9981        0.9943        0.99953       0.99715       0.99953       0.9981        0.99858       0.99763       0.9962        0.98007       0.99193       0.99715       0.9981        0.99336       0.9943        0.99383       0.99858       0.98576       0.99715       0.99668       0.99668       0.99763       0.9943        0.98671       0.9962        0.99763       0.99763       0.99241       0.99953       0.99668       0.99288       0.9943        0.99668       0.99146       0.99336       0.99668       0.99288       0.9981        0.99003       0.99478       0.9962        0.99668       0.99478       0.99478       0.99525       0.99525       0.99668       0.9943        0.9981        0.99478       0.99763       0.99003       0.9943        0.99763       0.98861       0.9943        0.99288       0.99288       0.99763       0.99478       0.9962        0.99003       0.99715       0.99146       0.99905       0.99668       0.9981        0.99051       0.99763       0.99003       0.99478       
AGF(Adjusted F-score)                                             0.90273       0.82652       0.98592       0.69158       0.9704        0.88499       0.79987       0.94347       0.78043       0.97571       0.9055        0.95813       0.83606       0.9682        0.98857       0.95654       0.95795       0.89626       0.86652       0.83514       0.84467       0.88028       0.86605       0.63908       0.61899       0.79034       0.8472        0.49964       0.9044        0.91936       0.98806       0.76118       0.88859       0.90741       0.96946       0.8329        0.75675       0.98597       0.95993       0.78886       0.96056       0.89512       0.81532       0.79594       0.9015        0.93916       0.96792       0.8775        0.92963       0.79829       0.9041        0.85551       0.85553       0.9183        0.88468       0.90015       0.78932       0.894         0.88033       0.94348       0.90282       0.93925       0.91252       0.8634        0.86145       0.84595       0.86252       0.95905       0.84435       0.93596       0.74813       0.80897       0.83565       0.92812       0.93627       0.92538       0.73678       0.91879       0.79902       0.87364       
AGM(Adjusted geometric mean)                                      0.94627       0.90141       0.99928       0.83433       0.98175       0.9366        0.90408       0.96632       0.87891       0.99857       0.94405       0.97428       0.91712       0.99964       0.99856       0.98104       0.98518       0.95182       0.92297       0.91155       0.93152       0.93248       0.92645       0.80825       0.7969        0.90751       0.91589       0.74887       0.9462        0.95696       0.99819       0.87082       0.93704       0.9569        0.9851        0.92143       0.88004       0.99964       0.98271       0.88496       0.97685       0.94912       0.92796       0.92247       0.95217       0.97098       0.98737       0.9348        0.98305       0.90638       0.97217       0.92431       0.94026       0.96056       0.94488       0.9975        0.88874       0.9464        0.94454       0.97316       0.94336       0.97471       0.96994       0.94237       0.9236        0.91507       0.92776       0.97505       0.93559       0.97449       0.88989       0.89157       0.91094       0.95631       0.9975        0.96209       0.86531       0.96174       0.90767       0.94773       
AM(Difference between automatic and manual classification)        -2            -13           2             -6            -1            -4            4             -8            -5            4             -10           -1            0             1             4             1             3             2             -18           -3            2             -2            -4            -4            -5            1             -6            0             -3            -1            5             -4            -8            2             1             1             2             1             3             -5            -6            1             10            8             1             5             2             -1            9             2             5             -1            5             2             2             7             -2            0             3             1             -13           6             3             12            -4            -5            -1            -5            5             4             9             -4            -4            -2            7             0             0             1             7             5             
AUC(Area under the ROC curve)                                     0.89952       0.82571       0.99952       0.72583       0.96429       0.88701       0.8307        0.93637       0.78876       0.99904       0.89598       0.95          0.84928       0.99976       0.99903       0.96381       0.97273       0.91057       0.86541       0.84206       0.87405       0.87476       0.86644       0.69135       0.67762       0.83286       0.8519        0.62429       0.89952       0.91928       0.99879       0.77682       0.88777       0.91986       0.97225       0.85643       0.79196       0.99976       0.96849       0.7988        0.95719       0.90529       0.87165       0.86101       0.91081       0.94855       0.97655       0.88299       0.97129       0.83214       0.94857       0.86244       0.89095       0.92713       0.89856       0.99833       0.80436       0.89952       0.89832       0.94928       0.8966        0.95497       0.94349       0.89889       0.86111       0.84728       0.86928       0.95192       0.88271       0.95311       0.80891       0.80745       0.84117       0.91667       0.99833       0.92809       0.77033       0.92785       0.83755       0.90434       
AUCI(AUC value interpretation)                                    Very Good     Very Good     Excellent     Good          Excellent     Very Good     Very Good     Excellent     Good          Excellent     Very Good     Excellent     Very Good     Excellent     Excellent     Excellent     Excellent     Excellent     Very Good     Very Good     Very Good     Very Good     Very Good     Fair          Fair          Very Good     Very Good     Fair          Very Good     Excellent     Excellent     Good          Very Good     Excellent     Excellent     Very Good     Good          Excellent     Excellent     Good          Excellent     Excellent     Very Good     Very Good     Excellent     Excellent     Excellent     Very Good     Excellent     Very Good     Excellent     Very Good     Very Good     Excellent     Very Good     Excellent     Very Good     Very Good     Very Good     Excellent     Very Good     Excellent     Excellent     Very Good     Very Good     Very Good     Very Good     Excellent     Very Good     Excellent     Very Good     Very Good     Very Good     Excellent     Excellent     Excellent     Good          Excellent     Very Good     Excellent     
AUPR(Area under the PR curve)                                     0.84444       0.76282       0.9375        0.53977       0.96429       0.80377       0.61333       0.92868       0.68233       0.9           0.8846        0.95          0.7           0.875         0.94872       0.89762       0.88278       0.78019       0.80592       0.72306       0.675         0.825         0.78431       0.47009       0.45635       0.58333       0.7477        0.25          0.85455       0.8575        0.94681       0.63492       0.82268       0.80201       0.9335        0.66964       0.55728       0.9375        0.90025       0.675         0.94309       0.7886        0.60577       0.57416       0.80065       0.86169       0.91477       0.77903       0.79511       0.60606       0.75          0.74459       0.68233       0.82857       0.76364       0.73077       0.64931       0.8           0.74783       0.87857       0.86902       0.84739       0.77778       0.69392       0.78207       0.7592        0.7543        0.95192       0.66239       0.83916       0.5125        0.75214       0.72995       0.91667       0.79412       0.85714       0.54545       0.82857       0.59953       0.71577       
BCD(Bray-Curtis dissimilarity)                                    0.00047       0.00308       0.00047       0.00142       0.00024       0.00095       0.00095       0.0019        0.00119       0.00095       0.00237       0.00024       0.0           0.00024       0.00095       0.00024       0.00071       0.00047       0.00427       0.00071       0.00047       0.00047       0.00095       0.00095       0.00119       0.00024       0.00142       0.0           0.00071       0.00024       0.00119       0.00095       0.0019        0.00047       0.00024       0.00024       0.00047       0.00024       0.00071       0.00119       0.00142       0.00024       0.00237       0.0019        0.00024       0.00119       0.00047       0.00024       0.00214       0.00047       0.00119       0.00024       0.00119       0.00047       0.00047       0.00166       0.00047       0.0           0.00071       0.00024       0.00308       0.00142       0.00071       0.00285       0.00095       0.00119       0.00024       0.00119       0.00119       0.00095       0.00214       0.00095       0.00095       0.00047       0.00166       0.0           0.0           0.00024       0.00166       0.00119       
BM(Informedness or bookmaker informedness)                        0.79904       0.65141       0.99904       0.45167       0.92857       0.77402       0.66139       0.87275       0.57751       0.99809       0.79197       0.9           0.69857       0.99952       0.99807       0.92762       0.94545       0.82114       0.73082       0.68413       0.74809       0.74952       0.73288       0.38271       0.35523       0.66572       0.70381       0.24857       0.79904       0.83856       0.99758       0.55364       0.77555       0.83971       0.9445        0.71286       0.58393       0.99952       0.93698       0.5976        0.91439       0.81059       0.7433        0.72202       0.82162       0.8971        0.95311       0.76598       0.94258       0.66428       0.89714       0.72487       0.78189       0.85426       0.79713       0.99667       0.60872       0.79905       0.79665       0.89856       0.7932        0.90994       0.88698       0.79778       0.72221       0.69456       0.73856       0.90385       0.76541       0.90621       0.61783       0.61491       0.68234       0.83333       0.99666       0.85619       0.54066       0.85571       0.6751        0.80867       
CEN(Confusion entropy)                                            0.11345       0.19886       0.04479       0.30881       0.02411       0.17338       0.27212       0.07015       0.22192       0.07865       0.10699       0.03061       0.17752       0.05491       0.04596       0.06881       0.08946       0.14969       0.1907        0.22181       0.19031       0.08142       0.15669       0.30814       0.30985       0.12561       0.20899       0.27383       0.10744       0.10982       0.04981       0.22781       0.16191       0.14573       0.05685       0.1783        0.28891       0.03566       0.08485       0.23847       0.05819       0.1465        0.28787       0.27701       0.14046       0.11198       0.05981       0.17866       0.14446       0.2367        0.16708       0.19005       0.21049       0.13828       0.16926       0.1656        0.23779       0.11835       0.18369       0.08946       0.13459       0.12426       0.14318       0.24103       0.1751        0.1907        0.18621       0.04308       0.23186       0.12744       0.35315       0.15407       0.21325       0.05551       0.14467       0.09403       0.31874       0.11468       0.28889       0.19725       
DOR(Diagnostic odds ratio)                                        4170.0        774.44444     None          288.75        None          651.41818     377.27273     14018.88889   955.625       None          7838.72727    None          1628.66667    None          None          13591.5       9378.0        1946.0        462.23333     649.94286     1571.25       6282.0        1148.88889    326.5625      290.13889     2102.0        414.12963     233.33333     4160.0        3638.25       None          651.5625      716.44444     2221.86667    12057.5       1747.5        330.31746     None          6413.9        623.1         7248.37037    2260.91667    445.07143     505.45455     2433.66667    1882.32       14574.0       689.20909     3740.4        837.2         3136.5        1109.33333    955.625       2073.0        1387.33333    None          654.97143     4190.0        1188.57143    6252.0        1960.58824    2445.03704    4188.0        476.38889     1361.0625     951.74        849.76786     None          869.16667     3465.0        230.66667     3348.8        643.63636     None          None          6273.0        249.0         4180.0        316.9898      1128.29167    
DP(Discriminant power)                                            1.99589       1.59278       None          1.35656       None          1.55136       1.42058       2.2862        1.64312       None          2.14701       None          1.77078       None          None          2.27879       2.18994       1.8134        1.46922       1.55082       1.76218       2.094         1.68722       1.38602       1.35771       1.83186       1.4429        1.30553       1.99531       1.96322       None          1.55142       1.57414       1.84514       2.25012       1.78764       1.38876       None          2.09898       1.54072       2.12826       1.84931       1.46016       1.49062       1.86694       1.80543       2.2955        1.56486       1.96985       1.61144       1.92769       1.67883       1.64312       1.82854       1.73238       None          1.55266       1.99703       1.69535       2.09285       1.81519       1.86806       1.99692       1.47644       1.7278        1.64214       1.61501       None          1.62041       1.95154       1.30278       1.94337       1.54848       None          None          2.09366       1.32109       1.99646       1.3789        1.68289       
DPI(Discriminant power interpretation)                            Limited       Limited       None          Limited       None          Limited       Limited       Fair          Limited       None          Fair          None          Limited       None          None          Fair          Fair          Limited       Limited       Limited       Limited       Fair          Limited       Limited       Limited       Limited       Limited       Limited       Limited       Limited       None          Limited       Limited       Limited       Fair          Limited       Limited       None          Fair          Limited       Fair          Limited       Limited       Limited       Limited       Limited       Fair          Limited       Limited       Limited       Limited       Limited       Limited       Limited       Limited       None          Limited       Limited       Limited       Fair          Limited       Limited       Limited       Limited       Limited       Limited       Limited       None          Limited       Limited       Limited       Limited       Limited       None          None          Fair          Limited       Limited       Limited       Limited       
ERR(Error rate)                                                   0.00285       0.01092       0.00095       0.00854       0.00047       0.01234       0.00854       0.00475       0.00522       0.0019        0.0057        0.00047       0.00285       0.00047       0.0019        0.00142       0.00237       0.0038        0.01993       0.00807       0.00285       0.0019        0.00664       0.0057        0.00617       0.00142       0.01424       0.00285       0.00332       0.00332       0.00237       0.0057        0.01329       0.0038        0.00237       0.00237       0.00759       0.00047       0.00332       0.00712       0.0057        0.00332       0.00854       0.00664       0.00332       0.00712       0.0019        0.00997       0.00522       0.0038        0.00332       0.00522       0.00522       0.00475       0.00475       0.00332       0.0057        0.0019        0.00522       0.00237       0.00997       0.0057        0.00237       0.01139       0.0057        0.00712       0.00712       0.00237       0.00522       0.0038        0.00997       0.00285       0.00854       0.00095       0.00332       0.0019        0.00949       0.00237       0.00997       0.00522       
F0.5(F0.5 score)                                                  0.86957       0.81731       0.89744       0.5814        0.98485       0.8179        0.57851       0.95975       0.73333       0.83333       0.93333       0.97826       0.7           0.78947       0.91623       0.87838       0.84112       0.75269       0.84337       0.74324       0.625         0.86538       0.81169       0.5102        0.5           0.52632       0.76923       0.25          0.88496       0.86777       0.91304       0.67568       0.84656       0.7767        0.92593       0.64103       0.53763       0.89744       0.87571       0.71429       0.9589        0.77381       0.5           0.45977       0.78652       0.83636       0.88983       0.7839        0.68702       0.56604       0.64286       0.75472       0.61111       0.81081       0.74074       0.51724       0.67073       0.8           0.71429       0.86538       0.90909       0.80402       0.70175       0.61576       0.81395       0.7931        0.76159       0.97917       0.58824       0.79365       0.43103       0.81633       0.75472       0.96154       0.64103       0.85714       0.54545       0.81081       0.54348       0.65          
F1(F1 score - harmonic mean of precision and sensitivity)         0.84211       0.74725       0.93333       0.52632       0.96296       0.80303       0.6087        0.92537       0.66667       0.88889       0.875         0.94737       0.7           0.85714       0.94595       0.89655       0.87805       0.77778       0.8           0.72131       0.66667       0.81818       0.78125       0.45455       0.43478       0.57143       0.74576       0.25          0.85106       0.85714       0.94382       0.625         0.82051       0.8           0.93333       0.66667       0.55556       0.93333       0.89855       0.66667       0.94231       0.78788       0.57143       0.53333       0.8           0.85981       0.91304       0.77895       0.76596       0.6           0.72          0.74419       0.66667       0.82759       0.7619        0.63158       0.64706       0.8           0.74419       0.87805       0.86275       0.84211       0.7619        0.67568       0.77778       0.7541        0.7541        0.94949       0.64516       0.83333       0.4878        0.72727       0.72727       0.90909       0.74074       0.85714       0.54545       0.82759       0.58824       0.7027        
F2(F2 score)                                                      0.81633       0.68826       0.97222       0.48077       0.94203       0.78869       0.6422        0.89337       0.61111       0.95238       0.82353       0.91837       0.7           0.9375        0.97765       0.91549       0.91837       0.8046        0.76087       0.70064       0.71429       0.77586       0.75301       0.40984       0.38462       0.625         0.72368       0.25          0.81967       0.84677       0.97674       0.5814        0.79602       0.82474       0.94086       0.69444       0.57471       0.97222       0.92262       0.625         0.92628       0.80247       0.66667       0.63492       0.81395       0.88462       0.9375        0.77406       0.86538       0.6383        0.81818       0.73394       0.73333       0.84507       0.78431       0.81081       0.625         0.8           0.7767        0.89109       0.8209        0.88398       0.83333       0.7485        0.74468       0.71875       0.74675       0.92157       0.71429       0.87719       0.5618        0.65574       0.70175       0.86207       0.87719       0.85714       0.54545       0.84507       0.64103       0.76471       
FDR(False discovery rate)                                         0.11111       0.12821       0.125         0.375         0.0           0.17188       0.44          0.01587       0.21429       0.2           0.02326       0.0           0.3           0.25          0.10256       0.13333       0.18182       0.26316       0.125         0.24138       0.4           0.1           0.16667       0.44444       0.44444       0.5           0.21429       0.75          0.09091       0.125         0.10638       0.28571       0.13514       0.2381        0.07895       0.375         0.47368       0.125         0.13889       0.25          0.0297        0.23529       0.53846       0.57895       0.22222       0.17857       0.125         0.21277       0.35714       0.45455       0.4           0.2381        0.42105       0.2           0.27273       0.53846       0.3125        0.2           0.30435       0.14286       0.05714       0.21951       0.33333       0.4186        0.16          0.17857       0.23333       0.0           0.44444       0.23077       0.6           0.11111       0.22581       0.0           0.41176       0.14286       0.45455       0.2           0.48276       0.38095       
FN(False negative/miss/type 2 error)                              4             18            0             12            1             15            7             9             8             0             11            1             3             0             0             1             1             3             30            10            2             3             9             8             9             1             18            3             5             4             0             8             18            3             2             2             7             0             2             10            9             3             4             3             3             5             1             11            1             3             1             6             3             4             4             0             7             2             4             2             17            3             1             6             8             10            8             5             3             2             6             5             11            2             0             2             10            2             7             3             
FNR(Miss rate or false negative rate)                             0.2           0.34615       0.0           0.54545       0.07143       0.22059       0.33333       0.12676       0.42105       0.0           0.20755       0.1           0.3           0.0           0.0           0.07143       0.05263       0.17647       0.26316       0.3125        0.25          0.25          0.26471       0.61538       0.64286       0.33333       0.29032       0.75          0.2           0.16          0.0           0.44444       0.21951       0.15789       0.05405       0.28571       0.41176       0.0           0.06061       0.4           0.08411       0.1875        0.25          0.27273       0.17647       0.09804       0.04545       0.22917       0.05263       0.33333       0.1           0.27273       0.21429       0.14286       0.2           0.0           0.38889       0.2           0.2           0.1           0.20482       0.08571       0.11111       0.19355       0.27586       0.30303       0.25806       0.09615       0.23077       0.09091       0.375         0.38462       0.31429       0.16667       0.0           0.14286       0.45455       0.14286       0.31818       0.1875        
FOR(False omission rate)                                          0.00191       0.0087        0.0           0.00574       0.00048       0.00734       0.00336       0.0044        0.00382       0.0           0.00533       0.00048       0.00143       0.0           0.0           0.00048       0.00048       0.00144       0.01492       0.00481       0.00095       0.00143       0.00433       0.00381       0.00429       0.00048       0.00878       0.00143       0.0024        0.00192       0.0           0.00382       0.00885       0.00144       0.00097       0.00095       0.00335       0.0           0.00097       0.00479       0.00449       0.00144       0.00192       0.00144       0.00144       0.00244       0.00048       0.00534       0.00048       0.00143       0.00048       0.00288       0.00144       0.00193       0.00192       0.0           0.00335       0.00095       0.00192       0.00096       0.00835       0.00145       0.00048       0.00291       0.00384       0.00481       0.00385       0.00243       0.00144       0.00096       0.00288       0.00238       0.0053        0.00095       0.0           0.00096       0.0048        0.00096       0.00337       0.00144       
FP(False positive/type 1 error/false alarm)                       2             5             2             6             0             11            11            1             3             4             1             0             3             1             4             2             4             5             12            7             4             1             5             4             4             2             12            3             2             3             5             4             10            5             3             3             9             1             5             5             3             4             14            11            4             10            3             10            10            5             6             5             8             6             6             7             5             2             7             3             4             9             4             18            4             5             7             0             8             6             15            1             7             0             7             2             10            3             14            8             
FPR(Fall-out or false positive rate)                              0.00096       0.00243       0.00096       0.00288       0.0           0.00539       0.00527       0.00049       0.00144       0.00191       0.00049       0.0           0.00143       0.00048       0.00193       0.00096       0.00192       0.00239       0.00602       0.00337       0.00191       0.00048       0.00241       0.00191       0.00191       0.00095       0.00587       0.00143       0.00096       0.00144       0.00242       0.00191       0.00494       0.00239       0.00145       0.00143       0.00431       0.00048       0.00241       0.0024        0.0015        0.00191       0.0067        0.00525       0.00191       0.00486       0.00144       0.00486       0.00479       0.00238       0.00286       0.0024        0.00382       0.00289       0.00287       0.00333       0.00239       0.00095       0.00335       0.00144       0.00198       0.00434       0.00191       0.00867       0.00192       0.00241       0.00337       0.0           0.00382       0.00288       0.00717       0.00048       0.00338       0.0           0.00334       0.00096       0.0048        0.00143       0.00671       0.00383       
G(G-measure geometric mean of precision and sensitivity)          0.84327       0.755         0.93541       0.533         0.96362       0.8034        0.61101       0.92703       0.67445       0.89443       0.87979       0.94868       0.7           0.86603       0.94733       0.89709       0.88041       0.77898       0.80296       0.72219       0.67082       0.82158       0.78278       0.46225       0.44544       0.57735       0.74673       0.25          0.8528        0.85732       0.94531       0.62994       0.82159       0.801         0.93342       0.66815       0.55641       0.93541       0.8994        0.67082       0.9427        0.78824       0.58835       0.55337       0.80033       0.86075       0.91391       0.77899       0.7804        0.60302       0.73485       0.74439       0.67445       0.82808       0.76277       0.67937       0.64818       0.8           0.746         0.87831       0.86588       0.84474       0.7698        0.68474       0.77992       0.75664       0.7542        0.95071       0.65372       0.83624       0.5           0.7396        0.72861       0.91287       0.76696       0.85714       0.54545       0.82808       0.59386       0.70921       
GI(Gini index)                                                    0.79904       0.65141       0.99904       0.45167       0.92857       0.77402       0.66139       0.87275       0.57751       0.99809       0.79197       0.9           0.69857       0.99952       0.99807       0.92762       0.94545       0.82114       0.73082       0.68413       0.74809       0.74952       0.73288       0.38271       0.35523       0.66572       0.70381       0.24857       0.79904       0.83856       0.99758       0.55364       0.77555       0.83971       0.9445        0.71286       0.58393       0.99952       0.93698       0.5976        0.91439       0.81059       0.7433        0.72202       0.82162       0.8971        0.95311       0.76598       0.94258       0.66428       0.89714       0.72487       0.78189       0.85426       0.79713       0.99667       0.60872       0.79905       0.79665       0.89856       0.7932        0.90994       0.88698       0.79778       0.72221       0.69456       0.73856       0.90385       0.76541       0.90621       0.61783       0.61491       0.68234       0.83333       0.99666       0.85619       0.54066       0.85571       0.6751        0.80867       
GM(G-mean geometric mean of specificity and sensitivity)          0.894         0.80762       0.99952       0.67323       0.96362       0.88046       0.81434       0.93424       0.76034       0.99904       0.88998       0.94868       0.83606       0.99976       0.99903       0.96316       0.9724        0.9064        0.85581       0.82776       0.8652        0.86582       0.85646       0.61958       0.59704       0.81611       0.83995       0.49964       0.894         0.91585       0.99879       0.74464       0.88127       0.91656       0.97189       0.84455       0.76531       0.99976       0.96805       0.77367       0.9563        0.90053       0.86312       0.85056       0.90662       0.9474        0.97631       0.87584       0.97099       0.81552       0.94733       0.85178       0.88471       0.92448       0.89314       0.99833       0.7808        0.894         0.89293       0.948         0.89085       0.9541        0.94191       0.89412       0.85014       0.83384       0.8599        0.95071       0.87538       0.95209       0.78773       0.78428       0.82668       0.91287       0.99833       0.92538       0.73678       0.92516       0.82295       0.89966       
IBA(Index of balanced accuracy)                                   0.64015       0.42806       1.0           0.20732       0.86224       0.60839       0.4456        0.7626        0.33553       1.0           0.62806       0.81          0.4903        1.0           1.0           0.86231       0.8976        0.67854       0.54408       0.47337       0.56285       0.56259       0.54112       0.14838       0.12799       0.44466       0.50483       0.06277       0.64015       0.70579       0.99999       0.30911       0.60999       0.70945       0.89489       0.51049       0.34705       1.0           0.88259       0.36057       0.83896       0.66044       0.56372       0.52995       0.67848       0.81394       0.91122       0.59502       0.89772       0.44497       0.81025       0.5294        0.61798       0.73504       0.64045       0.99999       0.37402       0.64015       0.64053       0.81013       0.63263       0.83624       0.79031       0.65166       0.52476       0.48627       0.55111       0.81694       0.59238       0.82668       0.39227       0.37881       0.47092       0.69444       0.99999       0.73481       0.2987        0.73487       0.4663        0.66073       
ICSI(Individual classification success index)                     0.68889       0.52564       0.875         0.07955       0.92857       0.60754       0.22667       0.85737       0.36466       0.8           0.7692        0.9           0.4           0.75          0.89744       0.79524       0.76555       0.56037       0.61184       0.44612       0.35          0.65          0.56863       -0.05983      -0.0873       0.16667       0.49539       -0.5          0.70909       0.715         0.89362       0.26984       0.64535       0.60401       0.867         0.33929       0.11455       0.875         0.80051       0.35          0.88618       0.57721       0.21154       0.14833       0.60131       0.72339       0.82955       0.55807       0.59023       0.21212       0.5           0.48918       0.36466       0.65714       0.52727       0.46154       0.29861       0.6           0.49565       0.75714       0.73804       0.69477       0.55556       0.38785       0.56414       0.5184        0.5086        0.90385       0.32479       0.67832       0.025         0.50427       0.45991       0.83333       0.58824       0.71429       0.09091       0.65714       0.19906       0.43155       
IS(Information score)                                             6.54912       5.1426        7.04097       5.90347       7.23362       4.68143       5.81216       4.86814       6.44512       6.71905       5.27911       7.71905       7.20447       9.04097       5.75557       7.02717       6.50354       6.51294       4.01544       5.64243       7.30401       7.30401       5.69048       6.49254       6.38562       8.45601       4.73885       7.04097       6.25961       6.20447       5.48639       6.38562       4.47397       6.40073       5.71288       7.55555       6.02751       8.04097       5.78085       5.98208       4.25601       6.65395       5.9255        6.33362       6.59094       5.08476       6.3889        5.11088       6.15562       6.99658       6.98208       6.18923       6.44512       5.91169       6.25961       7.34053       6.33048       7.39712       6.19548       6.49665       4.58105       5.55414       7.28609       5.30437       5.93145       5.71279       5.70345       5.34053       6.49254       6.20303       5.71905       7.17061       5.54246       7.45601       6.95351       7.01123       5.70707       6.91169       5.63045       6.3491        
J(Jaccard index)                                                  0.72727       0.59649       0.875         0.35714       0.92857       0.67089       0.4375        0.86111       0.5           0.8           0.77778       0.9           0.53846       0.75          0.89744       0.8125        0.78261       0.63636       0.66667       0.5641        0.5           0.69231       0.64103       0.29412       0.27778       0.4           0.59459       0.14286       0.74074       0.75          0.89362       0.45455       0.69565       0.66667       0.875         0.5           0.38462       0.875         0.81579       0.5           0.89091       0.65          0.4           0.36364       0.66667       0.7541        0.84          0.63793       0.62069       0.42857       0.5625        0.59259       0.5           0.70588       0.61538       0.46154       0.47826       0.66667       0.59259       0.78261       0.75862       0.72727       0.61538       0.5102        0.63636       0.60526       0.60526       0.90385       0.47619       0.71429       0.32258       0.57143       0.57143       0.83333       0.58824       0.75          0.375         0.70588       0.41667       0.54167       
LS(Lift score)                                                    93.64444      35.32446      131.6875      59.85795      150.5         25.6597       56.18667      29.20501      87.13158      105.35        38.83019      210.7         147.49        526.75        54.02564      130.43333     90.73206      91.32508      16.17215      49.95043      158.025       158.025       51.64216      90.04274      83.61111      351.16667     26.70161      131.6875      76.61818      73.745        44.82979      83.61111      22.22281      84.49123      52.45021      188.125       65.2322       263.375       54.98064      63.21         19.10669      100.70221     60.77885      80.65072      96.39869      33.93627      83.80114      34.55629      71.28947      127.69697     126.42        72.9697       87.13158      60.2          76.61818      162.07692     80.47569      168.56        73.28696      90.3          23.93494      46.98537      156.07407     39.51613      61.03034      52.44697      52.1086       40.51923      90.04274      73.67133      52.675        144.06838     46.60645      175.58333     123.94118     129.0         52.23967      120.4         49.53762      81.52083      
MCC(Matthews correlation coefficient)                             0.84186       0.74982       0.93497       0.52887       0.96339       0.79706       0.60676       0.92469       0.67198       0.89357       0.87711       0.94846       0.69857       0.86582       0.94642       0.89638       0.87926       0.77709       0.79282       0.71812       0.66943       0.82067       0.77946       0.45952       0.44252       0.57666       0.73947       0.24857       0.85117       0.85565       0.94417       0.62717       0.81479       0.79911       0.93221       0.66698       0.55261       0.93519       0.89774       0.66733       0.93975       0.78657       0.5845        0.55043       0.79866       0.85715       0.91297       0.77389       0.77813       0.60115       0.73339       0.74175       0.67198       0.82569       0.76039       0.67823       0.64533       0.79905       0.74341       0.87712       0.86096       0.84195       0.7687        0.67934       0.7771        0.75312       0.75059       0.94955       0.65125       0.8344        0.49533       0.73832       0.72432       0.91244       0.76568       0.85619       0.54066       0.82689       0.589         0.70671       
MCCI(Matthews correlation coefficient interpretation)             Strong        Strong        Very Strong   Moderate      Very Strong   Strong        Moderate      Very Strong   Moderate      Strong        Strong        Very Strong   Moderate      Strong        Very Strong   Strong        Strong        Strong        Strong        Strong        Moderate      Strong        Strong        Weak          Weak          Moderate      Strong        Negligible    Strong        Strong        Very Strong   Moderate      Strong        Strong        Very Strong   Moderate      Moderate      Very Strong   Strong        Moderate      Very Strong   Strong        Moderate      Moderate      Strong        Strong        Very Strong   Strong        Strong        Moderate      Strong        Strong        Moderate      Strong        Strong        Moderate      Moderate      Strong        Strong        Strong        Strong        Strong        Strong        Moderate      Strong        Strong        Strong        Very Strong   Moderate      Strong        Weak          Strong        Strong        Very Strong   Strong        Strong        Moderate      Strong        Moderate      Strong        
MCEN(Modified confusion entropy)                                  0.16652       0.28019       0.06846       0.38032       0.03723       0.25632       0.35085       0.11352       0.29284       0.11835       0.16495       0.04548       0.23384       0.06846       0.07422       0.10269       0.13464       0.20958       0.28419       0.30842       0.24542       0.10581       0.22202       0.36282       0.36096       0.13598       0.29588       0.29034       0.15864       0.16455       0.08091       0.291         0.2428        0.20925       0.09108       0.22741       0.36047       0.05134       0.13236       0.31766       0.09631       0.20711       0.36314       0.33875       0.20046       0.16913       0.09078       0.25735       0.19795       0.29788       0.22249       0.26523       0.27569       0.20487       0.23699       0.20167       0.31123       0.16361       0.25509       0.13464       0.20978       0.18519       0.19486       0.32412       0.25115       0.26921       0.26201       0.06978       0.30197       0.18806       0.42966       0.20385       0.29685       0.08181       0.19214       0.13692       0.39896       0.1646        0.36913       0.2649        
